id,p4,q4,p6,q6,p8,q8,p9,q9,v4
240,-6.630298613,-20.64402639,-15.50118018,-4.136006861,76.94071664,13.24759225,63.50213168,62.25307661,1.003415359
241,36.53214607,-5.049000426,34.16395086,-5.277831677,72.70726155,-43.24053144,134.6156774,41.34477526,1.006671565
242,5.699536827,12.16373647,23.80945745,-8.117878783,1.846174583,17.7355086,133.4105574,3.611430531,0.998065383
243,12.36637431,15.91686278,18.16825447,-6.604963689,-11.40111979,40.44221773,54.3493979,-49.83828515,1.010628603
244,19.62591911,10.25165567,26.53640441,6.741290607,39.31416656,52.29756128,53.49905789,57.8483381,0.996160301
245,17.38875976,10.39333269,-9.979100554,-25.87885011,36.84448458,-22.80052069,-2.607534574,10.2489257,0.987003214
246,10.46651674,-4.371351913,64.18158484,26.30708352,27.37393879,23.91748837,7.968547242,33.34804166,0.983993158
247,9.730443904,22.68291959,65.21789318,2.872826364,-5.400534813,-42.5871726,31.10013267,-15.0678021,1.011880603
248,-3.270646533,6.241136663,-15.36620056,-12.77036517,86.87915584,-10.07195586,53.25654334,11.64159766,0.989566508
249,36.53327302,26.64002936,46.539891,8.692708344,51.90891154,52.29603457,83.78149333,66.35273501,0.964134521
250,0.209300951,-20.97409918,-10.12059287,-7.89360974,26.40977999,22.69020729,-4.703790715,2.834322873,1.00644699
251,34.0048312,-6.637399014,-2.739104289,34.9004666,27.7861262,64.46374811,30.08491999,-29.12690032,0.994094398
252,42.85614633,-13.72035898,56.70308302,16.74121375,41.61532162,26.89602702,-8.229515028,67.50854038,0.983973416
253,5.604181846,-5.0138476,44.66677833,26.9487167,40.49472094,-35.7643639,65.65210739,36.42379301,0.993366047
254,23.17504869,27.96444574,27.53812356,-15.34745103,2.18601641,13.71959786,82.74917956,45.16995938,0.964132874
255,17.34555373,-2.188510199,18.56220058,32.71921477,-6.357838006,-15.74895254,62.83238065,68.56211809,0.982889127
256,16.65969852,-3.65316707,23.23202316,-23.01032958,14.10580019,-42.9915153,-33.6859976,9.155750062,1.020459725
257,43.28984939,18.43019524,56.5599766,-25.77795571,77.05360451,26.85796066,44.54603966,38.40460516,1.002060057
258,-9.281700285,-21.1205859,-15.32861845,41.42588471,64.13019808,55.84949293,38.48305941,-8.969388737,1.013729641
259,34.59034974,-19.91133138,26.73931338,-26.28777897,-9.192720576,16.83662573,80.74894206,-25.5541985,1.039491911
260,43.13669437,-21.03008163,-13.52910202,-27.64339731,60.95790113,64.16402263,49.22247072,20.00103315,1.009623824
261,30.95589791,-17.647924,26.89795964,14.29429828,46.53273431,-33.44607312,102.7958439,9.181970781,1.02820881
262,22.24340329,-11.57854908,29.94938583,-13.79629759,31.61515408,-3.772529429,68.09197928,-15.15946539,1.017562223
263,36.78703585,19.43921732,7.101379999,-12.5897309,46.740087,52.84595446,63.97770544,-25.39868978,1.017575778
264,41.10691332,1.698139402,39.44887147,15.7480392,67.55681438,11.55013286,7.529913301,-19.56743415,1.011914541
265,8.693118037,8.756542864,15.01978303,-27.02251046,4.713964813,51.20514505,-14.09263486,-38.85004542,0.998529094
266,-3.478276831,23.06409023,21.12982884,-19.43034543,74.5937711,-24.75243078,-26.18916121,24.27548495,0.996690326
267,32.29315328,18.43492235,53.79066701,8.291367108,64.1794389,2.453560384,32.89597925,-40.48304189,1.028073323
268,42.48796675,-16.04191837,34.25547881,-11.51518162,0.678006044,2.608418333,15.34813505,37.51782203,0.996611276
269,27.4678849,25.00387275,-4.479629581,-21.1745063,42.4745695,7.565940786,73.67444277,64.62979329,0.957180101
270,-8.590742648,-23.38045067,24.88635228,-0.46871696,-10.45175037,11.76739582,56.13575368,65.96663283,0.986568842
271,40.22291334,33.64341661,11.45748316,4.574918652,71.6299446,-22.43268123,78.5413877,-26.27454434,1.022385172
272,11.40481365,25.303982,16.83118691,38.37875033,-16.98420186,47.76028621,35.89601407,32.12707366,0.95496875
273,6.936793271,22.587168,65.47685158,-1.349357777,-0.138639187,11.02754837,38.8426966,0.701998463,0.995657512
274,40.59458549,17.60787893,41.35119374,40.84565115,78.97211106,31.86999673,54.8966667,-26.39770573,1.014485763
275,39.11156088,-11.95396309,19.57458925,29.5148695,47.28788733,16.86948024,127.9011425,-32.64346553,1.035260559
276,32.4822177,-8.13235442,20.60144856,13.21796403,66.63330163,-32.74805754,116.638117,-43.81726117,1.01467485
277,40.45494901,-23.77204989,18.28624834,34.86219021,-13.91784364,-10.15476279,-28.54332587,-14.13786273,0.979316486
278,43.77211284,35.82809707,42.91829696,-7.133447446,12.01903374,-40.38653957,-16.1609474,60.71306892,0.969632077
279,33.6644627,14.5337111,-8.76291803,-24.29676012,3.532273572,27.72036602,106.8262804,16.7786077,0.990497759
280,13.17364722,12.95193777,45.56893115,42.1659993,-3.594507837,-4.039932339,-24.23501564,-38.69311546,1.023913659
281,16.59100986,-1.082865257,-1.679653728,34.24412129,46.28079169,31.83715336,102.2918344,-12.62917179,1.003893674
282,8.570720884,25.13438666,26.91696745,-22.26667488,20.18894413,29.86330526,97.22506848,-4.411938244,1.000194142
283,-3.61496565,-13.35514566,56.65992174,-19.72613567,19.35564322,13.09313418,53.11933279,-17.92315326,1.022840674
284,35.00433939,26.25658043,-3.914754439,27.18509685,83.4707695,-30.03609004,135.2653709,74.27450339,0.963599073
285,-6.443912632,13.64460583,4.433875112,26.10052558,82.62668163,7.183820071,92.74372777,-3.52601592,1.00977197
286,33.36898378,-4.535392032,47.41309276,-26.94401809,12.38994256,-17.64295612,4.617615297,-38.43008594,1.020614719
287,20.99367659,-12.50836261,24.37335369,13.66668984,-11.59530219,2.297990569,130.8673192,-29.77658248,1.001393373
288,33.66470829,11.64252078,-14.41782259,36.65109131,78.10092551,-34.50987265,25.39630343,-31.76397684,1.02876555
289,10.46238324,9.846982127,9.481896519,41.43862588,52.37052465,-2.978501065,40.11918239,54.29669367,0.994242388
290,18.46306072,-14.90420771,35.74253019,-13.97195157,-1.2732295,5.934303178,41.87647178,-5.667618066,1.0121785
291,-4.463459255,27.03711347,-4.676424496,-23.21522186,38.67397716,27.42204311,25.37173336,47.6264063,0.990121447
292,21.84098706,18.26083525,46.68154831,-21.58162169,23.76729404,6.259429039,83.50937893,-22.95659789,1.007401856
293,-4.074709887,2.563204079,58.13697518,35.12671558,55.5616522,-14.28491501,60.78006502,21.40461129,1.014352189
294,-9.327147331,-17.27047454,63.19807925,7.130482943,66.39831995,-19.12299073,120.4419861,73.91669814,1.00715491
295,6.822877897,22.94921175,52.93048208,37.95212905,72.04071404,65.36542957,35.04603755,-25.90744777,1.001143651
296,19.53796049,-18.93386706,-5.026027228,-20.5033106,59.86629061,14.79619331,40.79844164,-18.47918596,1.02945124
297,39.02688819,17.4110706,-11.37503807,-27.31449018,51.81190374,-35.48650198,44.87939264,0.036015685,1.007605022
298,5.083086509,9.884225683,50.67112115,17.94722465,29.2048648,-7.920951027,37.65739853,-0.903050958,1.023309004
299,-11.4939576,14.24640579,52.85773239,3.928038889,4.655861373,65.7272682,-23.21037782,25.61269603,0.974126821
300,-4.457216448,-7.377595355,-7.064284493,5.327342072,25.13307564,-37.02519329,29.18142213,-27.21785977,1.031924502
301,3.633605477,35.75079533,7.403815085,40.04717656,30.17428621,1.762759329,-31.78475041,-32.27794668,0.995001602
302,23.79610911,13.26535846,37.71660568,21.26542779,72.45042317,-1.029646104,121.5689516,19.43167738,1.006252283
303,-11.07732304,-14.58053076,-4.602948618,-19.44863021,55.70717549,66.89363171,41.60175984,62.93807514,0.988585488
304,23.38393699,14.69178347,30.06652762,39.5769216,41.26881132,-5.691595376,-17.77925191,-0.928423853,0.993036898
305,19.54530259,-3.600082172,56.57526179,18.77893675,67.8774935,39.73065945,107.7622087,58.13313615,0.992631016
306,4.781626725,37.26841292,40.03927505,-27.31979532,-13.89999407,17.67793654,81.91613423,-39.54996498,1.002720045
307,19.23256586,1.74317457,-4.736941316,-6.46592488,74.862418,53.67085815,72.89842131,-5.392114868,1.001148284
308,3.68475596,-15.87039757,8.219470094,9.649133397,50.41993092,-33.36045835,34.10627454,-28.72698627,1.027727416
309,23.60315473,-0.567576631,37.56788976,-4.974934438,19.11072971,-39.58085372,22.01741971,59.13949293,1.003725267
310,1.980367307,-22.10034494,37.84712151,-5.721650168,54.73952569,0.151396628,23.07179946,2.224874883,1.020100351
311,13.56439871,-15.85686604,22.93859193,-3.716962531,-23.73540267,36.59638193,115.7663745,29.86186761,0.975960123
312,2.801578899,-9.866587097,64.94505379,-9.359873851,63.40456977,62.38132338,46.28400094,-43.85893029,1.033716823
313,17.0017021,-23.85715939,49.17992718,23.48412559,-7.02523082,-42.01283667,5.609047802,3.333997342,1.002139241
314,32.27412695,4.134711949,25.91863956,-25.201938,75.59601707,64.64839593,112.3031137,30.40865739,0.994599642
315,37.66125642,10.82000383,21.70040547,21.55862699,-23.66686582,-35.94534415,72.35383694,53.5382325,0.967793955
316,30.81147555,-1.638712854,36.30722684,-16.10083447,14.63151524,-32.16958181,-33.15339993,45.47667285,0.999989644
317,-0.06637573,24.47207852,0.301873227,41.30590633,2.533657842,-9.127907435,5.235208172,72.6619028,0.944157622
318,16.49645447,5.151566095,26.93847365,28.68443137,77.75438992,-1.592271677,-6.161477598,-10.81921753,1.029191593
319,-3.180901471,-23.72494823,1.741476722,-23.56946767,16.98735471,-41.92634508,48.11375634,51.82412353,0.991174995
320,10.56820791,35.41019233,45.29900306,33.36900333,19.09563067,-18.55417546,73.23448602,-19.46390106,0.998756339
321,3.767503485,27.00197851,9.198774842,-7.278673464,65.80043983,67.117128,-26.1909764,46.97269017,0.959743675
322,0.113973748,16.49010906,62.75348371,-9.960608158,46.96511039,34.91564816,91.39880702,-22.84296397,1.013454459
323,17.04868063,10.22869527,52.83994092,32.71925244,50.61772271,64.53148284,89.04184618,-2.498078043,1.012316951
324,33.52212592,-24.09771425,42.7671954,-1.579377361,27.08254695,55.35140536,85.07266909,-6.622363071,1.032879291
325,-2.929856513,24.22926404,41.08067129,-23.30932498,75.3456277,11.9507681,71.65425079,-5.696934346,1.004123059
326,29.44767247,21.44799436,53.70259607,-10.66026051,36.11642862,40.84018509,-22.76896433,24.86883594,0.981453338
327,13.22382754,25.22316975,46.46072744,38.75347795,30.20671713,54.79477165,34.9094414,54.76432469,0.980318063
328,39.34699368,-13.14855082,37.93914774,44.06332431,-16.45052719,-13.76049228,69.52294611,68.06810184,0.973952444
329,15.3045106,1.03587,63.4280032,9.366754206,32.7720165,-28.94237113,6.489362722,-20.96588254,1.033649158
330,21.34132687,-1.982743178,48.54934448,-2.092412575,38.40686943,51.85042544,80.32185813,65.75678186,0.992720671
331,13.92770124,-15.34611328,59.32150395,-24.68284718,-3.999697681,40.77193678,104.0158059,-24.90858141,1.015456531
332,10.51160798,-23.05070528,18.80476938,-21.00189328,29.42982978,58.21085983,-17.60750607,39.09758189,0.989389845
333,1.117728453,-3.17218466,53.84042347,28.5867143,-9.033314463,34.82572735,-29.25267956,-42.19360062,1.029634296
334,36.91655079,22.00870914,51.91335175,39.13498342,44.9683993,-1.155172418,-17.23341161,10.45707353,0.995001582
335,6.145501549,17.80607574,-13.66380776,22.4271621,30.32197118,-42.89666317,102.467223,38.46111242,0.99126696
336,-2.433902986,-1.059439109,-4.630339194,41.76344699,38.32848484,-41.41493532,110.5159188,-23.99278929,0.999687641
337,34.05478168,-24.24188511,39.14655333,29.73395964,47.24451987,-20.04791993,110.9339329,-47.65635958,1.04760825
338,29.5064848,-5.858914811,46.07363561,-26.15613293,44.92556306,5.655977644,122.3120255,-26.89618377,1.021635383
339,12.10780109,-1.933789625,9.381604785,15.84706744,51.77432233,-43.71196751,22.00943339,-33.45608849,1.035079048
340,-4.081603721,-6.712517895,17.84072189,-22.42512834,21.64096837,36.56571375,65.16283837,46.43074166,0.988927307
341,0.305930485,31.35899482,-7.29432226,11.70966815,2.674184846,54.07453661,102.2734415,-1.594917974,0.987259831
342,21.87965595,31.98604599,13.46365496,-23.28239379,22.38839291,-21.57842716,10.99644077,68.31538833,0.960574287
343,-6.513425139,1.627764225,46.76920529,20.68254737,66.16998749,-21.37932076,106.8172294,-20.11545709,1.018904237
344,-4.832997788,14.29604794,-11.42454252,1.45821689,6.588861674,17.68947637,89.45497795,-37.27938993,0.99852026
345,18.94345676,9.812591085,48.38549684,-5.658587535,71.69135579,4.714097304,79.63226645,-20.54330045,1.02539548
346,37.20850518,-19.91062224,2.960754385,3.413913713,4.296622905,40.30140649,5.718776374,39.17760198,0.98131108
347,3.299253159,7.381552456,25.85370497,-8.921374168,11.66899791,32.54581733,-23.61479739,-13.21132221,0.996095985
348,-11.0391555,-3.10492278,51.56577669,-26.12859268,47.98799154,-23.6190137,-25.02713309,1.136230793,1.01506092
349,2.902121649,5.50026913,57.32429902,3.625572062,42.95477517,35.88415949,-36.04703922,29.85285491,0.971574669
350,32.89846191,2.98395008,-7.234366799,4.700634186,32.18606003,29.2769276,112.7994676,53.1645248,0.983291094
351,39.03993832,-9.881161582,5.091565243,15.41462249,45.48720128,47.91979469,18.22496463,-26.27267841,1.000260756
352,27.66100197,5.770857168,-9.681311506,12.13855733,58.37091445,-6.101513128,13.12031477,61.99989997,0.978384126
353,15.83295373,22.31966834,5.305324384,4.069712333,-15.70806853,-38.99185342,68.63084462,-5.764651201,0.978149616
354,41.2273707,29.91647307,8.154837986,-18.9906738,72.0756827,60.23891715,111.3184727,36.6838035,0.995516926
355,21.51639002,29.70684377,-1.87453618,-6.122420755,25.17337884,-30.84767529,43.47735141,48.64778769,0.959517732
356,27.50217635,36.37845101,39.3813162,33.87264682,26.78935324,-34.31691432,99.14108068,13.11822185,0.985336249
357,9.856829426,34.03979339,29.67433587,10.44861799,3.180746102,18.28255094,24.62531941,-2.432436296,0.991948684
358,11.47251299,-22.98778557,-16.53479166,-19.84968208,13.38839039,44.25238084,96.69879788,-40.0121483,1.016019852
359,17.92497721,24.93029426,52.85096812,21.87434534,-23.41810072,-1.11458583,-25.2805876,24.66363009,0.989043158
360,1.689380026,-4.868571112,11.33318296,29.75756656,49.74450346,62.65372512,116.2250762,57.96471178,0.984916127
361,36.65853824,-23.74872585,28.96528422,-11.87371535,12.58334741,4.241664881,105.201944,-38.83864045,1.032988153
362,12.61467922,-8.672935921,0.710505318,-26.42202933,-16.94816919,-19.06592806,122.5214283,-11.22690572,1.005199837
363,41.8895488,3.386200361,39.78756654,-25.55596207,8.773356262,-44.91847982,89.01329183,-36.21457138,1.019540719
364,17.61241262,25.66032333,-17.6916021,5.202950739,82.36003021,-7.095112311,21.59256594,32.22728676,1.002268899
365,16.47970664,-3.811285974,62.76801227,36.61641608,76.71953776,-29.31350639,-17.74297342,58.78811962,1.003272885
366,43.00865413,3.939313411,59.82580464,37.16802888,-19.14677805,63.54440935,55.43043598,9.512285833,0.992547722
367,-0.048255911,23.66035927,31.66799153,-27.40223333,51.5619652,-19.95169942,-17.71969361,48.46442707,0.994741714
368,10.18090855,-24.6309153,37.26279803,35.81405863,61.22412568,46.29377568,45.22444335,-15.26096844,1.018795424
369,18.42372643,-12.08484397,-10.01035145,-12.56772413,-20.48453795,-33.29810128,118.9573873,42.22256728,0.986156234
370,-3.929629332,32.54079382,-11.14810905,-17.13114136,10.5635096,41.54630012,122.9502311,35.15561565,0.974181869
371,-7.384437487,25.24991526,62.51915924,0.186226233,0.126115911,-39.12349168,102.7438559,-18.714064,1.022582402
372,29.90659301,17.95007014,42.92029276,-28.23183921,-0.736546248,-37.31693554,133.035624,74.704616,0.993079817
373,-11.12451185,28.25838367,31.05947989,27.84875686,-17.62577635,64.960258,-31.85587113,-5.905822032,0.96810031
374,33.34320226,6.203290335,48.58556812,-4.968700025,43.42660664,-23.77283527,94.87672167,-17.80316829,1.021913152
375,-11.84480199,-19.1644071,49.3614951,42.51145986,44.05278017,25.73924534,39.88465494,8.53319653,1.004680304
376,19.74177989,-24.72847191,53.6770209,-4.719266809,11.76756586,61.19088916,116.7121824,48.36344654,1.016949748
377,17.27991914,-16.79102489,-8.344337016,-26.8655634,75.07427639,52.74230193,76.24882088,32.31475636,0.995032588
378,30.95752893,15.84152569,58.31222211,32.17650074,32.95457974,20.8364525,95.03700147,-33.70611967,1.0102927
379,43.17147499,29.96441769,18.09376913,-10.37137378,58.42698699,-8.461818013,112.985487,-34.83531508,1.01297988
380,7.298667211,10.86295423,18.94096375,2.565676398,61.17317957,-31.82685335,109.0324623,-35.20997749,1.025925137
381,3.912260615,-7.958908725,-4.659049307,-23.20660194,-23.11406825,-12.56052186,55.02263427,-36.48942175,0.984996614
382,1.642857028,34.21055633,32.15242918,20.4664472,-23.84308269,-31.69935394,126.7591947,12.69714554,0.965319008
383,2.75873108,-20.87783711,19.11530938,5.818709615,-0.449969076,-37.73231841,42.00756332,6.909206796,1.003352355
384,14.93214038,0.95882229,43.29350625,-19.50538618,87.83640885,27.57618178,136.12003,-12.25795395,1.023152892
385,18.84643335,23.62905285,28.00946319,25.79684519,37.87389024,-15.74163393,123.8251477,-20.89303449,1.009758414
386,6.454747039,10.48291897,52.06822321,-10.34360306,77.50356572,22.78484249,10.57435673,57.03069409,1.001096358
387,-9.200343568,-6.681492043,-9.210868268,43.0543941,68.7466174,12.27566118,-17.90662478,54.24226432,0.99505153
388,26.95312983,21.73623537,-9.335804311,-23.2021869,42.99819178,-5.275343864,105.513031,60.06317922,0.99452313
389,6.334712361,-16.70931204,-1.893465523,-15.82065301,-8.999217837,59.49351839,117.4849831,-22.00041606,1.002959122
390,8.284581421,32.80365317,32.47410414,-17.5723487,-1.736822708,-4.573717505,-13.80314058,-48.55226618,1.011172539
391,4.701750617,10.96253751,58.49490413,43.98010438,0.534850405,-16.4678873,106.9768791,9.572217901,1.002323947
392,22.6615222,16.17314011,24.19204418,-1.741596886,64.38320109,-30.56739147,-16.95551608,47.6925267,1.004289756
393,28.59715163,9.169133419,64.74513022,44.3140412,-0.592216293,18.28348307,101.0860216,-11.03667292,1.017209262
394,42.29843196,4.407713706,14.35811702,36.47632255,82.63035007,42.81374775,-30.02825664,-3.604437699,1.024144953
395,39.45145445,30.70119344,1.144663414,-19.60169618,16.26053448,54.07100675,19.86083646,-17.52375802,0.984631125
396,13.80210527,-10.29503645,23.33744879,-5.473932441,-21.94712504,43.5845517,59.90777105,45.1759883,0.98044483
397,7.477307025,37.06736633,14.36076145,-10.17119788,9.154068271,60.06858243,98.65685112,70.27155991,0.940773706
398,39.87744351,-23.56781902,0.823942827,-4.243232781,41.36275695,-28.79071601,129.6724857,70.98411656,1.009990471
399,31.30728854,26.5862961,-3.899740755,17.96813455,21.05128569,-41.13761566,127.107136,54.07595674,0.96240472
400,15.62230149,6.379053758,25.06305792,-6.235737248,22.2804949,-14.67314508,32.6587972,24.63325669,0.979257869
401,-8.970008425,-9.958393908,10.72506025,32.55405357,84.12397268,30.99602298,0.069738482,-1.496809675,1.000328748
402,25.59954283,-20.41843159,-10.02552246,23.81736516,9.358593781,1.951837128,99.39441599,1.535129966,1.018433987
403,-3.348418857,-4.463756392,12.65279939,16.5053646,51.00573685,43.15951399,14.5754994,68.98098374,0.983196935
404,7.537910167,-20.18234526,22.13208647,-9.802217283,45.11061185,10.94470079,97.74109894,74.17615028,1.011144065
405,40.70455801,8.897798429,5.395002474,-15.15129758,66.58102014,43.25237267,-24.95382094,-35.66396488,1.012015778
406,10.63443269,-11.04984675,47.90215786,36.28161,-6.903645454,-1.36611374,33.83610188,38.24950365,0.994084096
407,-7.294771786,-4.612891453,23.67992732,31.2833599,-20.17556975,21.21392944,85.12953758,-17.07302802,1.009757689
408,28.3585016,-8.443355115,55.07165845,-29.80310419,15.55198563,44.3616586,130.5071359,11.77465286,1.027776398
409,-6.066517687,-6.573903354,-17.61390761,3.761539063,48.53209059,-6.756732911,48.51745216,74.11452657,0.979002013
410,-6.650113308,19.64467028,-9.986335456,-14.1000532,80.9549084,12.44556212,3.34467455,-39.00612356,1.011867291
411,10.88120568,14.71335721,23.07746143,20.80770787,66.74285678,38.87652679,24.20749201,42.67970098,0.993311504
412,23.19555955,11.06730088,34.09889582,43.4470683,-19.01560097,-33.07084526,84.55618077,-4.31363236,0.998288008
413,-11.11278632,7.239886159,5.150953612,8.157351215,50.65627793,48.04116324,-30.67209052,-45.21284798,1.001750691
414,17.68399557,32.31232928,43.45023712,-2.224064074,3.095655779,30.77913148,63.25783983,-10.00279369,1.009845222
415,37.98802232,-4.810953267,8.019925452,6.115541012,38.45479605,-10.35747449,35.4846111,56.08627208,0.999120881
416,5.703103272,19.92145361,22.81263819,-29.81895682,47.58969577,9.582244967,59.05658994,20.60997475,0.995405828
417,11.3941797,3.067877141,26.79675322,-17.35615726,83.58323693,-33.1602148,3.285680111,1.975021654,0.9978473
418,11.0497505,-7.461572004,17.81267076,15.10110384,-3.55561123,-16.72679325,118.590994,-32.72360934,1.01408297
419,6.408603206,-1.087477763,30.79410619,36.69728434,6.807398589,-36.36487171,27.91392943,70.60088204,0.9894504
420,14.41790253,-19.24262161,8.009571021,-8.121969912,1.25143285,58.90281279,8.927792493,10.43401687,0.991460277
421,24.51492975,30.20914734,37.41487696,27.51221704,74.18669374,40.65585795,118.749398,49.31803334,0.988162487
422,8.263232432,-19.95847076,59.64766831,-12.68273297,7.652181955,-34.37334832,100.2917148,70.17963205,1.001725377
423,-9.433231446,9.022588148,14.65286477,24.16801801,8.222942555,59.51688256,-7.162714063,25.01654822,0.976996282
424,11.44939955,24.22702788,12.72212838,-22.54336114,42.12238955,47.92346903,135.2252985,45.31038144,0.979984104
425,-6.794450975,13.05482755,26.24762466,10.96508107,78.63140284,14.08400709,79.23562054,-6.496668248,0.997798087
426,3.036328561,29.88177971,55.96154673,-12.94454223,79.02497069,58.63079102,-17.58065048,28.13234533,0.976606722
427,-0.381133478,-4.778638319,38.02974463,-15.63777363,-6.997833173,-36.08660281,4.460678442,-10.25090037,1.022906938
428,39.03263528,33.26586334,49.91144618,-7.852418257,80.63031976,-37.05359247,47.16779448,-42.87631983,1.016586104
429,39.07457174,-21.57180759,14.81558679,-8.323991061,-6.951041402,13.97713344,71.51490277,-19.00370649,1.008124573
430,-5.259455135,21.42160393,-12.85270002,-18.80414466,82.9100073,7.30281706,135.3923733,48.84505428,0.977523178
431,24.72844724,-13.44760199,0.93811988,-10.85079956,-9.33526615,-37.63016298,133.2856269,-47.73136294,1.028655319
432,18.36172246,3.737922369,52.02305036,11.58628308,61.70478683,20.74571673,-3.460867997,32.58845582,0.999987431
433,18.7207853,27.88218498,35.97639061,30.95035265,48.73881628,-32.99095308,77.44704618,-4.622441772,1.017361403
434,38.10959843,6.59994591,51.94909788,18.0681391,34.21028897,-23.70386906,57.49398627,-47.17559017,1.023368507
435,24.36960567,34.16543282,23.93358916,38.92401881,78.67272504,23.65530348,110.6779144,-25.22380733,0.997138342
436,-10.62864121,-11.89907478,-4.16958822,9.308412811,62.89891762,-40.72127793,6.87677528,-15.1450909,1.044115657
437,27.04760395,-24.17595616,6.232227903,16.6014126,37.13383542,37.39909552,41.53539749,11.18843633,1.015204321
438,25.23978429,19.72486813,47.34180308,-26.17183094,67.89441354,-6.561117366,55.28203607,20.46618647,1.013174952
439,-8.018140923,-24.22120829,57.3809349,33.42693279,-9.438280519,-41.5638919,55.10741591,18.55957009,1.028380737
440,16.60621959,-24.59968623,41.89108788,27.02467001,-10.95722008,-34.93238185,-4.036536527,-29.180905,1.012402994
441,21.99365436,6.921711267,53.92420806,24.02446498,3.470822106,-35.355213,13.54958716,26.09756133,1.008045633
442,-8.808375615,-8.096755285,55.21652609,-4.684533379,78.13475771,2.750539575,42.20765693,51.64818659,1.008563621
443,-6.302569533,29.17953191,9.936455137,24.32734647,36.76204545,10.31059112,100.0239506,-43.7963345,1.016563169
444,12.08216501,19.12405367,-8.197586157,-27.93544956,34.93100285,55.48911992,-1.962393134,-48.33433959,1.010368653
445,9.62533036,-11.01538579,65.30387237,8.209963432,-6.558118252,64.3115851,43.3507813,59.50028078,0.988219059
446,14.09929238,-21.81698457,52.32664929,-8.057279687,61.460451,-6.011655239,121.6606079,30.58910611,1.009070786
447,17.47065633,-11.79730627,-3.773426576,-21.75024727,46.83469997,-27.90003749,47.68136714,53.20747084,0.9892175
448,20.87896865,11.01720423,46.1276055,39.13911801,52.70131826,66.22565685,-8.725726281,4.2980691,1.003570365
449,1.785428566,23.46349682,17.06996527,11.88201815,-18.67544022,-8.889289473,70.29503723,48.15706885,0.985535576
450,33.25600186,4.895983644,-9.435952638,-6.594266485,-6.319163446,8.077867574,61.82492279,-7.658354571,1.008517766
451,9.854792219,31.77232083,31.77007906,-4.363366827,46.6849454,-42.09810931,-31.33122708,50.37134282,1.002226844
452,41.21991326,13.83856556,-16.84112661,24.61688628,-4.173221937,-18.7184041,50.77151826,-10.29514713,0.991838491
453,0.72827842,-11.87939107,62.0201939,-26.26100373,12.08979023,17.79589832,62.90261719,-7.603486225,1.020672716
454,7.421672777,35.44855662,10.12576473,-15.77406655,1.328555753,66.59488285,-21.64225735,3.616717112,0.981238291
455,35.7456333,12.911563,18.99579144,16.391695,38.04846812,49.08824716,-19.56044822,44.98096963,0.97921725
456,16.06547287,7.502876422,38.71911,-3.116588579,3.314204361,14.15346639,91.32151848,4.793870118,0.99594394
457,29.97329002,0.387409649,6.958841321,15.26700355,56.67365693,-39.37270556,-4.93848987,72.90316912,0.98536557
458,13.45933327,28.28079261,58.99375125,9.571364499,-11.546361,-3.041064362,46.48388722,56.1371294,0.980057439
459,-10.22537764,15.70478045,53.51180235,10.46360139,-17.39925063,18.54748799,26.98817426,38.26966575,0.997359441
460,26.4904059,18.39399389,28.54556929,35.61037805,41.25501186,-16.60106169,91.07033255,72.11524024,0.98363249
461,6.35277382,23.65219432,16.41124201,16.11863464,80.82325287,-14.47864202,-22.22926214,23.95940057,0.997755544
462,21.69826647,32.2302885,-1.897736484,25.01033751,-23.10522219,-0.712671243,-8.888037209,50.1164355,0.966037044
463,17.82973526,-14.81259407,38.85215934,-28.24346346,-12.07102366,-18.51499406,-8.148078984,-15.62977411,1.030169966
464,-3.524338382,-7.627125931,44.30264479,31.92674012,-13.56689375,-30.9170271,135.4847736,63.57975767,1.005101455
465,36.88084386,7.41342469,54.84704263,10.43612461,60.82159273,-32.11652916,2.435702995,57.01218546,0.997726183
466,32.65615929,4.912048795,40.69822389,-4.8413987,18.16509254,-42.80560386,21.64037988,55.78641115,0.986520863
467,10.13843395,18.50235081,42.91192417,-19.13446582,71.77288463,53.67792402,42.22635858,73.67187585,0.989492062
468,7.810844252,-16.14720113,19.01702766,-16.30755882,5.867983655,-10.49989444,101.7337251,35.26202815,0.998191088
469,-10.79301623,25.02971713,14.17041601,30.66948675,29.33569368,6.380103898,50.89754693,37.57561957,0.991134354
470,-7.2886833,-19.5602224,62.95538077,12.76086969,11.12521146,-22.91422654,70.01803003,-21.75898656,1.034371647
471,22.1998867,13.56456427,3.243897932,-24.2436851,46.62142006,-44.49415481,-26.50433587,40.44048067,1.000083421
472,31.07913806,7.29989025,-2.114512491,10.24852477,49.56899722,-36.29532915,-15.30658696,-29.88115555,1.017847602
473,12.24806699,20.97569322,-16.31988529,37.42501937,0.976076723,63.97774237,96.94120931,49.81610277,0.971984097
474,37.53988415,1.561924519,-16.19313318,26.83591521,35.03374048,26.2212041,79.58456306,70.11791624,0.989355694
475,10.2818402,9.82949682,46.75424773,38.06336954,55.84175476,62.99380281,65.47080165,61.40535719,1.001273581
476,29.70310043,24.73540741,52.67202125,24.11529275,85.31161408,31.06689734,7.690560684,-7.677294595,1.013764631
477,40.58806195,33.81238506,49.49945225,-1.948047177,-17.0273914,63.16552415,67.68593359,63.12393055,0.962218084
478,15.80958345,23.54229875,55.45635523,-28.15928052,-23.04859021,2.256045022,38.71207854,73.97439273,0.979550862
